valid_name,region,subgroup,group
Scaphocalanus curtus,Ecuador,Arthropoda,Invertebrate
Scaphocalanus echinatus,Ecuador,Arthropoda,Invertebrate
Scaphocalanus magnus,Ecuador,Arthropoda,Invertebrate
Scaphocalanus subbrevicornis,Ecuador,Arthropoda,Invertebrate
Scolecithricella abyssalis,Ecuador,Arthropoda,Invertebrate
Scolecithricella vittata,Ecuador,Arthropoda,Invertebrate
Scolecithrix bradyi,Ecuador,Arthropoda,Invertebrate
Scolecithrix danae,Ecuador,Arthropoda,Invertebrate
Scottocalanus securifrons,Ecuador,Arthropoda,Invertebrate
Scyllarides astori,Ecuador,Arthropoda,Invertebrate
Sicyonia aliaffinis,Ecuador,Arthropoda,Invertebrate
Sicyonia disdorsalis,Ecuador,Arthropoda,Invertebrate
Sicyonia picta,Ecuador,Arthropoda,Invertebrate
Smenispa convexa,Ecuador,Arthropoda,Invertebrate
Solenocera agassizii,Ecuador,Arthropoda,Invertebrate
Sphaeroma peruvianum,Ecuador,Arthropoda,Invertebrate
Spongicoloides galapagensis,Ecuador,Arthropoda,Invertebrate
Squilla biformis,Ecuador,Arthropoda,Invertebrate
Stephonyx mytilus,Ecuador,Arthropoda,Invertebrate
Stereomastis nana,Ecuador,Arthropoda,Invertebrate
Stereomastis pacifica,Ecuador,Arthropoda,Invertebrate
Stygiopontius stabilitus,Ecuador,Arthropoda,Invertebrate
Subeucalanus crassus,Ecuador,Arthropoda,Invertebrate
Subeucalanus monachus,Ecuador,Arthropoda,Invertebrate
Subeucalanus subcrassus,Ecuador,Arthropoda,Invertebrate
Subeucalanus subtenuis,Ecuador,Arthropoda,Invertebrate
Tanystylum cinctum,Ecuador,Arthropoda,Invertebrate
Temora discaudata,Ecuador,Arthropoda,Invertebrate
Temora stylifera,Ecuador,Arthropoda,Invertebrate
Tetraclita squamosa,Ecuador,Arthropoda,Invertebrate
Tetraclita stalactifera,Ecuador,Arthropoda,Invertebrate
Tomopagurus purpuratus,Ecuador,Arthropoda,Invertebrate
Trapezia digitalis,Ecuador,Arthropoda,Invertebrate
Triceratium weissii,Ecuador,Arthropoda,Invertebrate
Triconia conifera,Ecuador,Arthropoda,Invertebrate
Tymolus brucei,Ecuador,Arthropoda,Invertebrate
Undinula vulgaris,Ecuador,Arthropoda,Invertebrate
Upogebia tenuipollex,Ecuador,Arthropoda,Invertebrate
Urocorycaeus furcifer,Ecuador,Arthropoda,Invertebrate
Urocorycaeus longistylis,Ecuador,Arthropoda,Invertebrate
Uroptychus granulatus,Ecuador,Arthropoda,Invertebrate
Urstylis thiotyntlus,Ecuador,Arthropoda,Invertebrate
Venezillo beebei,Ecuador,Arthropoda,Invertebrate
Ventiella sulfuris,Ecuador,Arthropoda,Invertebrate
Willemoesia inornata,Ecuador,Arthropoda,Invertebrate
Bugula neritina,Ecuador,Bryozoa,Invertebrate
Bugulina californica,Ecuador,Bryozoa,Invertebrate
Krohnitta pacifica,Ecuador,Chaetognatha,Invertebrate
Zonosagitta bedoti,Ecuador,Chaetognatha,Invertebrate
Zonosagitta pulchra,Ecuador,Chaetognatha,Invertebrate
Abyla trigona,Ecuador,Cnidaria,Invertebrate
Abylopsis tetragona,Ecuador,Cnidaria,Invertebrate
Actinauge verrillii,Ecuador,Cnidaria,Invertebrate
Actinostola callosa,Ecuador,Cnidaria,Invertebrate
Adamsia involvens,Ecuador,Cnidaria,Invertebrate
Aeginura grimaldii,Ecuador,Cnidaria,Invertebrate
Agalma elegans,Ecuador,Cnidaria,Invertebrate
Aglaophenia struthionides,Ecuador,Cnidaria,Invertebrate
Aglaura hemistoma,Ecuador,Cnidaria,Invertebrate
Amphicaryon acaule,Ecuador,Cnidaria,Invertebrate
Antholoba achates,Ecuador,Cnidaria,Invertebrate
Anthopleura mariscali,Ecuador,Cnidaria,Invertebrate
Anthopleura nigrescens,Ecuador,Cnidaria,Invertebrate
Antipathes virgata,Ecuador,Cnidaria,Invertebrate
Athorybia rosacea,Ecuador,Cnidaria,Invertebrate
Bassia bassensis,Ecuador,Cnidaria,Invertebrate
Bathypathes bayeri,Ecuador,Cnidaria,Invertebrate
Botruanthus benedeni,Ecuador,Cnidaria,Invertebrate
Bougainvillia crassa,Ecuador,Cnidaria,Invertebrate
Bunodosoma grande,Ecuador,Cnidaria,Invertebrate
Calliactis polypus,Ecuador,Cnidaria,Invertebrate
Calyptrophora agassizii,Ecuador,Cnidaria,Invertebrate
Chrysogorgia fruticosa,Ecuador,Cnidaria,Invertebrate
Chrysopathes formosa,Ecuador,Cnidaria,Invertebrate
Colobonema sericeum,Ecuador,Cnidaria,Invertebrate
Concentrotheca vaughani,Ecuador,Cnidaria,Invertebrate
Crispatotrochus galapagensis,Ecuador,Cnidaria,Invertebrate
Crypthelia cymas,Ecuador,Cnidaria,Invertebrate
Crypthelia dactylopoma,Ecuador,Cnidaria,Invertebrate
Crypthelia eueides,Ecuador,Cnidaria,Invertebrate
Crypthelia gigantea,Ecuador,Cnidaria,Invertebrate
Crypthelia glebulenta,Ecuador,Cnidaria,Invertebrate
Crypthelia lacunosa,Ecuador,Cnidaria,Invertebrate
Cunina peregrina,Ecuador,Cnidaria,Invertebrate
Cytaeis vulgaris,Ecuador,Cnidaria,Invertebrate
Dendrophyllia californica,Ecuador,Cnidaria,Invertebrate
Dendrophyllia johnsoni,Ecuador,Cnidaria,Invertebrate
Dendrophyllia oldroydae,Ecuador,Cnidaria,Invertebrate
Desmophyllum dianthus,Ecuador,Cnidaria,Invertebrate
Desmophyllum pertusum,Ecuador,Cnidaria,Invertebrate
Diphyes bojani,Ecuador,Cnidaria,Invertebrate
Distichopora laevigranulosa,Ecuador,Cnidaria,Invertebrate
Distichoptilum gracile,Ecuador,Cnidaria,Invertebrate
Ectopleura sacculifera,Ecuador,Cnidaria,Invertebrate
Enallopsammia rostrata,Ecuador,Cnidaria,Invertebrate
Erenna richardi,Ecuador,Cnidaria,Invertebrate
Errina macrogastra,Ecuador,Cnidaria,Invertebrate
Eucheilota comata,Ecuador,Cnidaria,Invertebrate
Eucheilota menoni,Ecuador,Cnidaria,Invertebrate
Funiculina parkeri,Ecuador,Cnidaria,Invertebrate
Funiculina quadrangularis,Ecuador,Cnidaria,Invertebrate
Goniocorella dumosa,Ecuador,Cnidaria,Invertebrate
Halitholus intermedius,Ecuador,Cnidaria,Invertebrate
Hippopodius hippopus,Ecuador,Cnidaria,Invertebrate
Javania borealis,Ecuador,Cnidaria,Invertebrate
Javania cailleti,Ecuador,Cnidaria,Invertebrate
Lafoea dumosa,Ecuador,Cnidaria,Invertebrate
Larsonia pterophylla,Ecuador,Cnidaria,Invertebrate
Lepidisis evalinae,Ecuador,Cnidaria,Invertebrate
Lepidopora concatenata,Ecuador,Cnidaria,Invertebrate
Lepidotheca macropora,Ecuador,Cnidaria,Invertebrate
Leptogorgia alba,Ecuador,Cnidaria,Invertebrate
Leptogorgia daniana,Ecuador,Cnidaria,Invertebrate
Leptogorgia manabiensis,Ecuador,Cnidaria,Invertebrate
Leuckartiara zacae,Ecuador,Cnidaria,Invertebrate
Liriope tetraphylla,Ecuador,Cnidaria,Invertebrate
Lizzia ferrarii,Ecuador,Cnidaria,Invertebrate
Madracis pharensis,Ecuador,Cnidaria,Invertebrate
Madrepora oculata,Ecuador,Cnidaria,Invertebrate
Muricea austera,Ecuador,Cnidaria,Invertebrate
Muricea fruticosa,Ecuador,Cnidaria,Invertebrate
Muricea plantaginea,Ecuador,Cnidaria,Invertebrate
Muricea purpurea,Ecuador,Cnidaria,Invertebrate
Narella ambigua,Ecuador,Cnidaria,Invertebrate
Nausithoe punctata,Ecuador,Cnidaria,Invertebrate
Oculina profunda,Ecuador,Cnidaria,Invertebrate
Pacifigorgia darwinii,Ecuador,Cnidaria,Invertebrate
Pavona clavus,Ecuador,Cnidaria,Invertebrate
Pavona varians,Ecuador,Cnidaria,Invertebrate
Pegantha martagon,Ecuador,Cnidaria,Invertebrate
Pegantha triloba,Ecuador,Cnidaria,Invertebrate
Phyllangia consagensis,Ecuador,Cnidaria,Invertebrate
Phymactis papillosa,Ecuador,Cnidaria,Invertebrate
Pocillopora capitata,Ecuador,Cnidaria,Invertebrate
Pocillopora inflata,Ecuador,Cnidaria,Invertebrate
Polymyces wellsi,Ecuador,Cnidaria,Invertebrate
Porpita porpita,Ecuador,Cnidaria,Invertebrate
Psammocora stellata,Ecuador,Cnidaria,Invertebrate
Psammogorgia teres,Ecuador,Cnidaria,Invertebrate
Ptilosarcus undulatus,Ecuador,Cnidaria,Invertebrate
Rhizophysa filiformis,Ecuador,Cnidaria,Invertebrate
Rhopalonema velatum,Ecuador,Cnidaria,Invertebrate
Solmissus marshalli,Ecuador,Cnidaria,Invertebrate
Solmundella bitentaculata,Ecuador,Cnidaria,Invertebrate
Sphaerocoryne coccometra,Ecuador,Cnidaria,Invertebrate
Stenohelia concinna,Ecuador,Cnidaria,Invertebrate
Stephalia dilata,Ecuador,Cnidaria,Invertebrate
Stephanauge hyalonematis,Ecuador,Cnidaria,Invertebrate
Stichopathes euoplos,Ecuador,Cnidaria,Invertebrate
Stylaster divergens,Ecuador,Cnidaria,Invertebrate
Stylaster galapagensis,Ecuador,Cnidaria,Invertebrate
Stylaster marenzelleri,Ecuador,Cnidaria,Invertebrate
Syndactylactis mammillata,Ecuador,Cnidaria,Invertebrate
Telmatactis panamensis,Ecuador,Cnidaria,Invertebrate
Thermopalia taraxaca,Ecuador,Cnidaria,Invertebrate
Tubastraea coccinea,Ecuador,Cnidaria,Invertebrate
Tubastraea tagusensis,Ecuador,Cnidaria,Invertebrate
Victorgorgia argentea,Ecuador,Cnidaria,Invertebrate
Vogtia spinosa,Ecuador,Cnidaria,Invertebrate
Zoanthus danae,Ecuador,Cnidaria,Invertebrate
Abyssocucumis abyssorum,Ecuador,Echinodermata,Invertebrate
Aeropsis fulva,Ecuador,Echinodermata,Invertebrate
Amphioplus daleus,Ecuador,Echinodermata,Invertebrate
Amphiura brevipes,Ecuador,Echinodermata,Invertebrate
Amphiura gymnogastra,Ecuador,Echinodermata,Invertebrate
Amphiura papillata,Ecuador,Echinodermata,Invertebrate
Amphiura serpentina,Ecuador,Echinodermata,Invertebrate
Araeosoma eurypatum,Ecuador,Echinodermata,Invertebrate
Araeosoma leptaleum,Ecuador,Echinodermata,Invertebrate
Asteronyx loveni,Ecuador,Echinodermata,Invertebrate
Asteroschema sublaeve,Ecuador,Echinodermata,Invertebrate
Astrodendrum galapagense,Ecuador,Echinodermata,Invertebrate
Astrodia plana,Ecuador,Echinodermata,Invertebrate
Astrolirus panamensis,Ecuador,Echinodermata,Invertebrate
Astrometis sertulifera,Ecuador,Echinodermata,Invertebrate
Astropecten exiguus,Ecuador,Echinodermata,Invertebrate
Bathyplotes triplax,Ecuador,Echinodermata,Invertebrate
Benthodytes incerta,Ecuador,Echinodermata,Invertebrate
Benthodytes sanguinolenta,Ecuador,Echinodermata,Invertebrate
Benthodytes typica,Ecuador,Echinodermata,Invertebrate
Benthopecten pectinifer,Ecuador,Echinodermata,Invertebrate
Benthopecten spinuliger,Ecuador,Echinodermata,Invertebrate
Brissopsis columbaris,Ecuador,Echinodermata,Invertebrate
Caenocentrotus gibbosus,Ecuador,Echinodermata,Invertebrate
Calamocrinus diomedae,Ecuador,Echinodermata,Invertebrate
Capheira sulcata,Ecuador,Echinodermata,Invertebrate
Centrocidaris doederleini,Ecuador,Echinodermata,Invertebrate
Centrostephanus coronatus,Ecuador,Echinodermata,Invertebrate
Ceramaster patagonicus,Ecuador,Echinodermata,Invertebrate
Clypeaster europacificus,Ecuador,Echinodermata,Invertebrate
Cnemidaster nudus,Ecuador,Echinodermata,Invertebrate
Coronaster marchenus,Ecuador,Echinodermata,Invertebrate
Cucumaria flamma,Ecuador,Echinodermata,Invertebrate
Cystocrepis setigera,Ecuador,Echinodermata,Invertebrate
Diadema mexicanum,Ecuador,Echinodermata,Invertebrate
Distolasterias robusta,Ecuador,Echinodermata,Invertebrate
Dytaster gilberti,Ecuador,Echinodermata,Invertebrate
Echinometra vanbrunti,Ecuador,Echinodermata,Invertebrate
Eremicaster crassus,Ecuador,Echinodermata,Invertebrate
Eremicaster pacificus,Ecuador,Echinodermata,Invertebrate
Eucidaris thouarsii,Ecuador,Echinodermata,Invertebrate
Freyella insignis,Ecuador,Echinodermata,Invertebrate
Freyella propinqua,Ecuador,Echinodermata,Invertebrate
Freyellaster scalaris,Ecuador,Echinodermata,Invertebrate
Gymnophiura mollis,Ecuador,Echinodermata,Invertebrate
Heliaster cumingi,Ecuador,Echinodermata,Invertebrate
Heliaster polybrachius,Ecuador,Echinodermata,Invertebrate
Henricia gracilis,Ecuador,Echinodermata,Invertebrate
Henricia nana,Ecuador,Echinodermata,Invertebrate
Henricia obesa,Ecuador,Echinodermata,Invertebrate
Hippasteria lepidonotus,Ecuador,Echinodermata,Invertebrate
Histampica duplicata,Ecuador,Echinodermata,Invertebrate
Histocidaris cobosi,Ecuador,Echinodermata,Invertebrate
Holanthus tenuis,Ecuador,Echinodermata,Invertebrate
Holothuria erinaceus,Ecuador,Echinodermata,Invertebrate
Hydrasterias improvisus,Ecuador,Echinodermata,Invertebrate
Hymenaster gracilis,Ecuador,Echinodermata,Invertebrate
Hymenaster platyacanthus,Ecuador,Echinodermata,Invertebrate
Hymenodiscus tenella,Ecuador,Echinodermata,Invertebrate
Isostichopus fuscus,Ecuador,Echinodermata,Invertebrate
Labidodemas maccullochi,Ecuador,Echinodermata,Invertebrate
Laetmogone theeli,Ecuador,Echinodermata,Invertebrate
Linckia laevigata,Ecuador,Echinodermata,Invertebrate
Lophaster furcilliger,Ecuador,Echinodermata,Invertebrate
Lytechinus pictus,Ecuador,Echinodermata,Invertebrate
Lytechinus semituberculatus,Ecuador,Echinodermata,Invertebrate
Molpadia granulata,Ecuador,Echinodermata,Invertebrate
Molpadia musculus,Ecuador,Echinodermata,Invertebrate
Molpadiodemas neovillosus,Ecuador,Echinodermata,Invertebrate
Myxoderma longispinum,Ecuador,Echinodermata,Invertebrate
Narcissia gracilis,Ecuador,Echinodermata,Invertebrate
Neopentamera anexigua,Ecuador,Echinodermata,Invertebrate
Neothyone gibber,Ecuador,Echinodermata,Invertebrate
Nidorellia armata,Ecuador,Echinodermata,Invertebrate
Nymphaster diomedeae,Ecuador,Echinodermata,Invertebrate
Ophiacantha costata,Ecuador,Echinodermata,Invertebrate
Ophiacantha cyrena,Ecuador,Echinodermata,Invertebrate
Ophiacantha inconspicua,Ecuador,Echinodermata,Invertebrate
Ophiacantha pacifica,Ecuador,Echinodermata,Invertebrate
Ophiacantha quadrispina,Ecuador,Echinodermata,Invertebrate
Ophiacantha savagica,Ecuador,Echinodermata,Invertebrate
Ophiacantha similis,Ecuador,Echinodermata,Invertebrate
Ophiactis profundi,Ecuador,Echinodermata,Invertebrate
Ophiactis savignyi,Ecuador,Echinodermata,Invertebrate
Ophiactis simplex,Ecuador,Echinodermata,Invertebrate
Ophiernus seminudus,Ecuador,Echinodermata,Invertebrate
Ophiochiton fastigatus,Ecuador,Echinodermata,Invertebrate
Ophiocoma aethiops,Ecuador,Echinodermata,Invertebrate
Ophiocten hastatum,Ecuador,Echinodermata,Invertebrate
Ophioderma pentacantha,Ecuador,Echinodermata,Invertebrate
Ophiolebes mortenseni,Ecuador,Echinodermata,Invertebrate
Ophiomastus bulufonica,Ecuador,Echinodermata,Invertebrate
Ophiomastus tuberculata,Ecuador,Echinodermata,Invertebrate
Ophiomusa lymani,Ecuador,Echinodermata,Invertebrate
Ophionereis albomaculata,Ecuador,Echinodermata,Invertebrate
Ophiophyllum marginatum,Ecuador,Echinodermata,Invertebrate
Ophioplinthus divisa,Ecuador,Echinodermata,Invertebrate
Ophioplinthus inflata,Ecuador,Echinodermata,Invertebrate
Ophioplinthus inornata,Ecuador,Echinodermata,Invertebrate
Ophiosphalma diomedeae,Ecuador,Echinodermata,Invertebrate
Ophiosphalma glabrum,Ecuador,Echinodermata,Invertebrate
Ophiosphalma jolliense,Ecuador,Echinodermata,Invertebrate
Ophiosteira koehleri,Ecuador,Echinodermata,Invertebrate
Ophiothamnus dupla,Ecuador,Echinodermata,Invertebrate
Ophiothrix galapagensis,Ecuador,Echinodermata,Invertebrate
Ophiozonella alba,Ecuador,Echinodermata,Invertebrate
Ophiozonella clypeata,Ecuador,Echinodermata,Invertebrate
Ophiozonella contigua,Ecuador,Echinodermata,Invertebrate
Ophiura flagellata,Ecuador,Echinodermata,Invertebrate
Ophiura plana,Ecuador,Echinodermata,Invertebrate
Ophiurothamnus laevis,Ecuador,Echinodermata,Invertebrate
Paelopatides confundens,Ecuador,Echinodermata,Invertebrate
Pannychia moseleyi,Ecuador,Echinodermata,Invertebrate
Parvulastra exigua,Ecuador,Echinodermata,Invertebrate
Paulia horrida,Ecuador,Echinodermata,Invertebrate
Pectinaster agassizi,Ecuador,Echinodermata,Invertebrate
Pelagothuria natatrix,Ecuador,Echinodermata,Invertebrate
Peniagone gracilis,Ecuador,Echinodermata,Invertebrate
Peniagone intermedia,Ecuador,Echinodermata,Invertebrate
Pentaceraster cumingi,Ecuador,Echinodermata,Invertebrate
Peribolaster folliculatus,Ecuador,Echinodermata,Invertebrate
Phataria unifascialis,Ecuador,Echinodermata,Invertebrate
Plesiodiadema horridum,Ecuador,Echinodermata,Invertebrate
Psathyrometra bigradata,Ecuador,Echinodermata,Invertebrate
Pseudarchaster pectinifer,Ecuador,Echinodermata,Invertebrate
Pseudostichopus peripatus,Ecuador,Echinodermata,Invertebrate
Psilaster sladeni,Ecuador,Echinodermata,Invertebrate
Psychropotes depressa,Ecuador,Echinodermata,Invertebrate
Psychropotes longicauda,Ecuador,Echinodermata,Invertebrate
Psychropotes verrucosa,Ecuador,Echinodermata,Invertebrate
Pteraster diaphanus,Ecuador,Echinodermata,Invertebrate
Salenocidaris miliaris,Ecuador,Echinodermata,Invertebrate
Sclerasterias alexandri,Ecuador,Echinodermata,Invertebrate
Sigsbeia lineata,Ecuador,Echinodermata,Invertebrate
Synallactes aenigma,Ecuador,Echinodermata,Invertebrate
Synallactes alexandri,Ecuador,Echinodermata,Invertebrate
Tarsaster cocosanus,Ecuador,Echinodermata,Invertebrate
Tarsaster galapagensis,Ecuador,Echinodermata,Invertebrate
Thoracaster cylindratus,Ecuador,Echinodermata,Invertebrate
Thyone bidentata,Ecuador,Echinodermata,Invertebrate
Toxopneustes roseus,Ecuador,Echinodermata,Invertebrate
Tromikosoma hispidum,Ecuador,Echinodermata,Invertebrate
Ypsilothuria bitentaculata,Ecuador,Echinodermata,Invertebrate
Saxipendium coronatum,Ecuador,Hemichordata,Invertebrate
Acanthais brevidentata,Ecuador,Mollusca,Invertebrate
Acanthais triangularis,Ecuador,Mollusca,Invertebrate
Acharax johnsoni,Ecuador,Mollusca,Invertebrate
Ameritella carpenteri,Ecuador,Mollusca,Invertebrate
Anachis pardalis,Ecuador,Mollusca,Invertebrate
Anachis reedi,Ecuador,Mollusca,Invertebrate
Anachis rugulosa,Ecuador,Mollusca,Invertebrate
Anachis strongi,Ecuador,Mollusca,Invertebrate
Anadara concinna,Ecuador,Mollusca,Invertebrate
Argopecten purpuratus,Ecuador,Mollusca,Invertebrate
Atlanta peronii,Ecuador,Mollusca,Invertebrate
Austrolittorina araucana,Ecuador,Mollusca,Invertebrate
Bathymargarites symplector,Ecuador,Mollusca,Invertebrate
Bathymodiolus thermophilus,Ecuador,Mollusca,Invertebrate
Bathyteuthis abyssicola,Ecuador,Mollusca,Invertebrate
Bostrycapulus aculeatus,Ecuador,Mollusca,Invertebrate
Brachidontes semilaevis,Ecuador,Mollusca,Invertebrate
Bulla punctulata,Ecuador,Mollusca,Invertebrate
Bursa cruentata,Ecuador,Mollusca,Invertebrate
Bursa granularis,Ecuador,Mollusca,Invertebrate
Calliostoma jacquelinae,Ecuador,Mollusca,Invertebrate
Calyptogena magnifica,Ecuador,Mollusca,Invertebrate
Carditamera affinis,Ecuador,Mollusca,Invertebrate
Carditamera radiata,Ecuador,Mollusca,Invertebrate
Catillopecten vulcani,Ecuador,Mollusca,Invertebrate
Cerithium adustum,Ecuador,Mollusca,Invertebrate
Cerithium browni,Ecuador,Mollusca,Invertebrate
Cerithium menkei,Ecuador,Mollusca,Invertebrate
Cerithium muscarum,Ecuador,Mollusca,Invertebrate
Chaetopleura roddai,Ecuador,Mollusca,Invertebrate
Chiton stokesii,Ecuador,Mollusca,Invertebrate
Clypeosectus delectus,Ecuador,Mollusca,Invertebrate
Columbella fuscata,Ecuador,Mollusca,Invertebrate
Columbella major,Ecuador,Mollusca,Invertebrate
Columbella strombiformis,Ecuador,Mollusca,Invertebrate
Conus brunneus,Ecuador,Mollusca,Invertebrate
Conus musicus,Ecuador,Mollusca,Invertebrate
Conus purpurascens,Ecuador,Mollusca,Invertebrate
Conus recurvus,Ecuador,Mollusca,Invertebrate
Coralliophila nux,Ecuador,Mollusca,Invertebrate
Cyclopecten acutus,Ecuador,Mollusca,Invertebrate
Cyclopecten exquisitus,Ecuador,Mollusca,Invertebrate
Cyclopecten liriope,Ecuador,Mollusca,Invertebrate
Cyclopecten pernomus,Ecuador,Mollusca,Invertebrate
Delectopecten polyleptus,Ecuador,Mollusca,Invertebrate
Delectopecten vitreus,Ecuador,Mollusca,Invertebrate
Dermatomya mactroides,Ecuador,Mollusca,Invertebrate
Distorsio habei,Ecuador,Mollusca,Invertebrate
Dosidicus gigas,Ecuador,Mollusca,Invertebrate
Echinolittorina aspera,Ecuador,Mollusca,Invertebrate
Echinolittorina lemniscata,Ecuador,Mollusca,Invertebrate
Echinolittorina modesta,Ecuador,Mollusca,Invertebrate
Echinolittorina paytensis,Ecuador,Mollusca,Invertebrate
Echinolittorina peruviana,Ecuador,Mollusca,Invertebrate
Elysia diomedea,Ecuador,Mollusca,Invertebrate
Enoploteuthis obliqua,Ecuador,Mollusca,Invertebrate
Epitonium indistinctum,Ecuador,Mollusca,Invertebrate
Eulepetopsis vitrea,Ecuador,Mollusca,Invertebrate
Eulithidium phasianella,Ecuador,Mollusca,Invertebrate
Euplica varians,Ecuador,Mollusca,Invertebrate
Eurytellina eburnea,Ecuador,Mollusca,Invertebrate
Euvola perula,Ecuador,Mollusca,Invertebrate
Favartia paulskoglundi,Ecuador,Mollusca,Invertebrate
Felimare lapislazuli,Ecuador,Mollusca,Invertebrate
Firoloida desmarestia,Ecuador,Mollusca,Invertebrate
Fissurella asperella,Ecuador,Mollusca,Invertebrate
Fissurella longifissa,Ecuador,Mollusca,Invertebrate
Fissurella macrotrema,Ecuador,Mollusca,Invertebrate
Fissurella microtrema,Ecuador,Mollusca,Invertebrate
Gadila peruviana,Ecuador,Mollusca,Invertebrate
Gaza rathbuni,Ecuador,Mollusca,Invertebrate
Goniobranchus roboi,Ecuador,Mollusca,Invertebrate
Gorgoleptis patulus,Ecuador,Mollusca,Invertebrate
Helicoradomenia acredema,Ecuador,Mollusca,Invertebrate
Hipponix grayanus,Ecuador,Mollusca,Invertebrate
Hipponix panamensis,Ecuador,Mollusca,Invertebrate
Lacunoides exquisitus,Ecuador,Mollusca,Invertebrate
Lepetodrilus cristatus,Ecuador,Mollusca,Invertebrate
Lepetodrilus elevatus,Ecuador,Mollusca,Invertebrate
Lepetodrilus galriftensis,Ecuador,Mollusca,Invertebrate
Lepetodrilus ovalis,Ecuador,Mollusca,Invertebrate
Lepetodrilus pustulosus,Ecuador,Mollusca,Invertebrate
Leptopecten tumbezensis,Ecuador,Mollusca,Invertebrate
Leptopecten velero,Ecuador,Mollusca,Invertebrate
Littoraria fasciata,Ecuador,Mollusca,Invertebrate
Littoraria varia,Ecuador,Mollusca,Invertebrate
Lottia mesoleuca,Ecuador,Mollusca,Invertebrate
Mastigoteuthis dentata,Ecuador,Mollusca,Invertebrate
Melanodrymia aurantiaca,Ecuador,Mollusca,Invertebrate
Mitrella delicata,Ecuador,Mollusca,Invertebrate
Monetaria caputserpentis,Ecuador,Mollusca,Invertebrate
Naria erosa,Ecuador,Mollusca,Invertebrate
Naria helvola,Ecuador,Mollusca,Invertebrate
Nassarius caelolineatus,Ecuador,Mollusca,Invertebrate
Neolepetopsis densata,Ecuador,Mollusca,Invertebrate
Neomphalus fretterae,Ecuador,Mollusca,Invertebrate
Nerita funiculata,Ecuador,Mollusca,Invertebrate
Nerita scabricosta,Ecuador,Mollusca,Invertebrate
Nerita undata,Ecuador,Mollusca,Invertebrate
Nodipecten subnodosus,Ecuador,Mollusca,Invertebrate
Octopus oculifer,Ecuador,Mollusca,Invertebrate
Onychoteuthis banksii,Ecuador,Mollusca,Invertebrate
Pachydermia laevis,Ecuador,Mollusca,Invertebrate
Peltospira operculata,Ecuador,Mollusca,Invertebrate
Phymorhynchus wareni,Ecuador,Mollusca,Invertebrate
Pilosabia trigona,Ecuador,Mollusca,Invertebrate
Planaxis planicostatus,Ecuador,Mollusca,Invertebrate
Planorbidella planispira,Ecuador,Mollusca,Invertebrate
Provanna ios,Ecuador,Mollusca,Invertebrate
Provanna muricata,Ecuador,Mollusca,Invertebrate
Prunum sapotilla,Ecuador,Mollusca,Invertebrate
Pseudamussium fasciculatum,Ecuador,Mollusca,Invertebrate
Saccella agapea,Ecuador,Mollusca,Invertebrate
Semele elliptica,Ecuador,Mollusca,Invertebrate
Simnialena rufa,Ecuador,Mollusca,Invertebrate
Siphonaria maura,Ecuador,Mollusca,Invertebrate
Sthenoteuthis oualaniensis,Ecuador,Mollusca,Invertebrate
Stilifer astericola,Ecuador,Mollusca,Invertebrate
Stramonita biserialis,Ecuador,Mollusca,Invertebrate
Thala exilis,Ecuador,Mollusca,Invertebrate
Thorunna talaverai,Ecuador,Mollusca,Invertebrate
Vasula melones,Ecuador,Mollusca,Invertebrate
Veprichlamys incantata,Ecuador,Mollusca,Invertebrate
Vermicularia pellucida,Ecuador,Mollusca,Invertebrate
Archilina papillosa,Ecuador,Platyhelminthes,Invertebrate
Archipelagoplana triplocirro,Ecuador,Platyhelminthes,Invertebrate
Austrorhynchus galapagoensis,Ecuador,Platyhelminthes,Invertebrate
Bradburia miraculicis,Ecuador,Platyhelminthes,Invertebrate
Brunetorhynchus dubius,Ecuador,Platyhelminthes,Invertebrate
Byrsophlebs caligulachaena,Ecuador,Platyhelminthes,Invertebrate
Carcharodorhynchus arista,Ecuador,Platyhelminthes,Invertebrate
Carcharodorhynchus galapagoensis,Ecuador,Platyhelminthes,Invertebrate
Carcharodorhynchus longicirrus,Ecuador,Platyhelminthes,Invertebrate
Carcharodorhynchus tabulaeferus,Ecuador,Platyhelminthes,Invertebrate
Carenscoilia monostyla,Ecuador,Platyhelminthes,Invertebrate
Ceratopera axi,Ecuador,Platyhelminthes,Invertebrate
Ceratopera paragracilis,Ecuador,Platyhelminthes,Invertebrate
Cheliplana barringtonensis,Ecuador,Platyhelminthes,Invertebrate
Cheliplana pacifica,Ecuador,Platyhelminthes,Invertebrate
Coagulescorhynchus virguladivina,Ecuador,Platyhelminthes,Invertebrate
Cryptostiopera cornuta,Ecuador,Platyhelminthes,Invertebrate
Djeziraia incana,Ecuador,Platyhelminthes,Invertebrate
Duplominona galapagoensis,Ecuador,Platyhelminthes,Invertebrate
Duplominona karlingi,Ecuador,Platyhelminthes,Invertebrate
Duplominona krameri,Ecuador,Platyhelminthes,Invertebrate
Duplominona sieversi,Ecuador,Platyhelminthes,Invertebrate
Galapagetula annikae,Ecuador,Platyhelminthes,Invertebrate
Galapagoplana bituba,Ecuador,Platyhelminthes,Invertebrate
Galapagorhynchus hoxholdi,Ecuador,Platyhelminthes,Invertebrate
Graffiellus manusferrea,Ecuador,Platyhelminthes,Invertebrate
Haloplanella conversa,Ecuador,Platyhelminthes,Invertebrate
