valid_name,region,subgroup,group
Pseudolabrus semifasciatus,Chile,Actinopterygii,Actinopterygii
Pseudupeneus grandisquamis,Chile,Actinopterygii,Actinopterygii
Psychrolutes marmoratus,Chile,Actinopterygii,Actinopterygii
Pyramodon parini,Chile,Actinopterygii,Actinopterygii
Ramnogaster arcuata,Chile,Actinopterygii,Actinopterygii
Rexea antefurcata,Chile,Actinopterygii,Actinopterygii
Rexea brevilineata,Chile,Actinopterygii,Actinopterygii
Rhadinesthes decimus,Chile,Actinopterygii,Actinopterygii
Rouleina attrita,Chile,Actinopterygii,Actinopterygii
Rouleina maderensis,Chile,Actinopterygii,Actinopterygii
Salilota australis,Chile,Actinopterygii,Actinopterygii
Salmo salar,Chile,Actinopterygii,Actinopterygii
Salmo trutta,Chile,Actinopterygii,Actinopterygii
Sargocentron hormion,Chile,Actinopterygii,Actinopterygii
Sargocentron punctatissimum,Chile,Actinopterygii,Actinopterygii
Sargocentron tiereoides,Chile,Actinopterygii,Actinopterygii
Scartichthys gigas,Chile,Actinopterygii,Actinopterygii
Scartichthys variolatus,Chile,Actinopterygii,Actinopterygii
Scartichthys viridis,Chile,Actinopterygii,Actinopterygii
Sciaena deliciosa,Chile,Actinopterygii,Actinopterygii
Scolecenchelys chilensis,Chile,Actinopterygii,Actinopterygii
Scopelarchus guentheri,Chile,Actinopterygii,Actinopterygii
Scopeloberyx microlepis,Chile,Actinopterygii,Actinopterygii
Scopeloberyx robustus,Chile,Actinopterygii,Actinopterygii
Scopelogadus beanii,Chile,Actinopterygii,Actinopterygii
Scopelosaurus craddocki,Chile,Actinopterygii,Actinopterygii
Scorpaena fernandeziana,Chile,Actinopterygii,Actinopterygii
Scorpaena orgila,Chile,Actinopterygii,Actinopterygii
Scorpaena thomsoni,Chile,Actinopterygii,Actinopterygii
Scorpis chilensis,Chile,Actinopterygii,Actinopterygii
Scuticaria tigrina,Chile,Actinopterygii,Actinopterygii
Sebastes capensis,Chile,Actinopterygii,Actinopterygii
Sebastes oculatus,Chile,Actinopterygii,Actinopterygii
Semicossyphus darwini,Chile,Actinopterygii,Actinopterygii
Seriola lalandi,Chile,Actinopterygii,Actinopterygii
Seriolella porosa,Chile,Actinopterygii,Actinopterygii
Seriolella violacea,Chile,Actinopterygii,Actinopterygii
Serrivomer bertini,Chile,Actinopterygii,Actinopterygii
Sicyases brevirostris,Chile,Actinopterygii,Actinopterygii
Sicyases sanguineus,Chile,Actinopterygii,Actinopterygii
Sigmops bathyphilus,Chile,Actinopterygii,Actinopterygii
Sindoscopus australis,Chile,Actinopterygii,Actinopterygii
Sphoeroides lobatus,Chile,Actinopterygii,Actinopterygii
Sphoeroides testudineus,Chile,Actinopterygii,Actinopterygii
Sprattus fuegensis,Chile,Actinopterygii,Actinopterygii
Stegastes fasciolatus,Chile,Actinopterygii,Actinopterygii
Stephanolepis setifer,Chile,Actinopterygii,Actinopterygii
Sternoptyx diaphana,Chile,Actinopterygii,Actinopterygii
Sternoptyx pseudodiaphana,Chile,Actinopterygii,Actinopterygii
Stomias atriventer,Chile,Actinopterygii,Actinopterygii
Stomias gracilis,Chile,Actinopterygii,Actinopterygii
Stromateus stellatus,Chile,Actinopterygii,Actinopterygii
Symbolophorus boops,Chile,Actinopterygii,Actinopterygii
Symphurus jenynsi,Chile,Actinopterygii,Actinopterygii
Synchiropus randalli,Chile,Actinopterygii,Actinopterygii
Syngnathus macrobrachium,Chile,Actinopterygii,Actinopterygii
Synodus capricornis,Chile,Actinopterygii,Actinopterygii
Talismania antillarum,Chile,Actinopterygii,Actinopterygii
Talismania aphos,Chile,Actinopterygii,Actinopterygii
Talismania bifurcata,Chile,Actinopterygii,Actinopterygii
Talismania bussingi,Chile,Actinopterygii,Actinopterygii
Thalassoma lutescens,Chile,Actinopterygii,Actinopterygii
Thalassoma purpureum,Chile,Actinopterygii,Actinopterygii
Thunnus obesus,Chile,Actinopterygii,Actinopterygii
Thyrsites atun,Chile,Actinopterygii,Actinopterygii
Thysanactis dentex,Chile,Actinopterygii,Actinopterygii
Thysanopsetta naresi,Chile,Actinopterygii,Actinopterygii
Trachinotus paitensis,Chile,Actinopterygii,Actinopterygii
Trachipterus altivelis,Chile,Actinopterygii,Actinopterygii
Trachurus murphyi,Chile,Actinopterygii,Actinopterygii
Trachurus picturatus,Chile,Actinopterygii,Actinopterygii
Trachyrincus helolepis,Chile,Actinopterygii,Actinopterygii
Trachyrincus villegai,Chile,Actinopterygii,Actinopterygii
Triphoturus mexicanus,Chile,Actinopterygii,Actinopterygii
Umbrina reedi,Chile,Actinopterygii,Actinopterygii
Valenciennellus tripunctulatus,Chile,Actinopterygii,Actinopterygii
Vinciguerria attenuata,Chile,Actinopterygii,Actinopterygii
Vinciguerria lucetia,Chile,Actinopterygii,Actinopterygii
Vinciguerria poweriae,Chile,Actinopterygii,Actinopterygii
Winteria telescopa,Chile,Actinopterygii,Actinopterygii
Xanthichthys mento,Chile,Actinopterygii,Actinopterygii
Xanthichthys ringens,Chile,Actinopterygii,Actinopterygii
Xiphias gladius,Chile,Actinopterygii,Actinopterygii
Zenopsis oblonga,Chile,Actinopterygii,Actinopterygii
Zoarces viviparus,Chile,Actinopterygii,Actinopterygii
Ablennes hians,Colombia,Actinopterygii,Actinopterygii
Aboma etheostoma,Colombia,Actinopterygii,Actinopterygii
Abudefduf concolor,Colombia,Actinopterygii,Actinopterygii
Abudefduf taurus,Colombia,Actinopterygii,Actinopterygii
Abudefduf troschelii,Colombia,Actinopterygii,Actinopterygii
Abyssobrotula galatheae,Colombia,Actinopterygii,Actinopterygii
Acanthemblemaria balanorum,Colombia,Actinopterygii,Actinopterygii
Acanthemblemaria exilispinus,Colombia,Actinopterygii,Actinopterygii
Acanthemblemaria hancocki,Colombia,Actinopterygii,Actinopterygii
Acanthemblemaria stephensi,Colombia,Actinopterygii,Actinopterygii
Acanthistius pictus,Colombia,Actinopterygii,Actinopterygii
Acanthocybium solandri,Colombia,Actinopterygii,Actinopterygii
Acanthonus armatus,Colombia,Actinopterygii,Actinopterygii
Acanthurus chirurgus,Colombia,Actinopterygii,Actinopterygii
Acanthurus coeruleus,Colombia,Actinopterygii,Actinopterygii
Acanthurus nigricans,Colombia,Actinopterygii,Actinopterygii
Acanthurus triostegus,Colombia,Actinopterygii,Actinopterygii
Acanthurus xanthopterus,Colombia,Actinopterygii,Actinopterygii
Achirus klunzingeri,Colombia,Actinopterygii,Actinopterygii
Achirus mazatlanus,Colombia,Actinopterygii,Actinopterygii
Achirus scutum,Colombia,Actinopterygii,Actinopterygii
Akko brevis,Colombia,Actinopterygii,Actinopterygii
Albula esuncula,Colombia,Actinopterygii,Actinopterygii
Albula pacifica,Colombia,Actinopterygii,Actinopterygii
Albula vulpes,Colombia,Actinopterygii,Actinopterygii
Alectis ciliaris,Colombia,Actinopterygii,Actinopterygii
Alphestes immaculatus,Colombia,Actinopterygii,Actinopterygii
Alphestes multiguttatus,Colombia,Actinopterygii,Actinopterygii
Aluterus monoceros,Colombia,Actinopterygii,Actinopterygii
Aluterus scriptus,Colombia,Actinopterygii,Actinopterygii
Ammodytoides gilli,Colombia,Actinopterygii,Actinopterygii
Amphiarius rugispinis,Colombia,Actinopterygii,Actinopterygii
Anarchias galapagensis,Colombia,Actinopterygii,Actinopterygii
Anchoa argentivittata,Colombia,Actinopterygii,Actinopterygii
Anchoa chamensis,Colombia,Actinopterygii,Actinopterygii
Anchoa curta,Colombia,Actinopterygii,Actinopterygii
Anchoa eigenmannia,Colombia,Actinopterygii,Actinopterygii
Anchoa exigua,Colombia,Actinopterygii,Actinopterygii
Anchoa ischana,Colombia,Actinopterygii,Actinopterygii
Anchoa lucida,Colombia,Actinopterygii,Actinopterygii
Anchoa mundeola,Colombia,Actinopterygii,Actinopterygii
Anchoa nasus,Colombia,Actinopterygii,Actinopterygii
Anchoa panamensis,Colombia,Actinopterygii,Actinopterygii
Anchoa scofieldi,Colombia,Actinopterygii,Actinopterygii
Anchoa spinifer,Colombia,Actinopterygii,Actinopterygii
Anchoa starksi,Colombia,Actinopterygii,Actinopterygii
Anchoa walkeri,Colombia,Actinopterygii,Actinopterygii
Anchovia macrolepidota,Colombia,Actinopterygii,Actinopterygii
Anchoviella balboae,Colombia,Actinopterygii,Actinopterygii
Ancylopsetta dendritica,Colombia,Actinopterygii,Actinopterygii
Anisotremus interruptus,Colombia,Actinopterygii,Actinopterygii
Anisotremus scapularis,Colombia,Actinopterygii,Actinopterygii
Anisotremus taeniatus,Colombia,Actinopterygii,Actinopterygii
Antennarius commerson,Colombia,Actinopterygii,Actinopterygii
Antennatus sanguineus,Colombia,Actinopterygii,Actinopterygii
Antennatus strigatus,Colombia,Actinopterygii,Actinopterygii
Aphareus furca,Colombia,Actinopterygii,Actinopterygii
Aplatophis zorro,Colombia,Actinopterygii,Actinopterygii
Apogon atradorsatus,Colombia,Actinopterygii,Actinopterygii
Apogon dovii,Colombia,Actinopterygii,Actinopterygii
Apogon pacificus,Colombia,Actinopterygii,Actinopterygii
Apogon retrosella,Colombia,Actinopterygii,Actinopterygii
Apterichtus equatorialis,Colombia,Actinopterygii,Actinopterygii
Arcos decoris,Colombia,Actinopterygii,Actinopterygii
Arcos erythrops,Colombia,Actinopterygii,Actinopterygii
Arcos rhodospilus,Colombia,Actinopterygii,Actinopterygii
Argentina aliceae,Colombia,Actinopterygii,Actinopterygii
Argentina sialis,Colombia,Actinopterygii,Actinopterygii
Argyropelecus lychnus,Colombia,Actinopterygii,Actinopterygii
Ariopsis seemanni,Colombia,Actinopterygii,Actinopterygii
Ariosoma gilberti,Colombia,Actinopterygii,Actinopterygii
Ariosoma prorigerum,Colombia,Actinopterygii,Actinopterygii
Arothron hispidus,Colombia,Actinopterygii,Actinopterygii
Arothron meleagris,Colombia,Actinopterygii,Actinopterygii
Asthenomacrurus fragilis,Colombia,Actinopterygii,Actinopterygii
Atherinella chagresi,Colombia,Actinopterygii,Actinopterygii
Atherinella pachylepis,Colombia,Actinopterygii,Actinopterygii
Atherinella starksi,Colombia,Actinopterygii,Actinopterygii
Atherinomorus stipes,Colombia,Actinopterygii,Actinopterygii
Aulostomus chinensis,Colombia,Actinopterygii,Actinopterygii
Auxis brachydorax,Colombia,Actinopterygii,Actinopterygii
Auxis thazard,Colombia,Actinopterygii,Actinopterygii
Awaous banana,Colombia,Actinopterygii,Actinopterygii
Axoclinus lucillae,Colombia,Actinopterygii,Actinopterygii
Axoclinus rubinoffi,Colombia,Actinopterygii,Actinopterygii
Bagre panamensis,Colombia,Actinopterygii,Actinopterygii
Bagre pinnimaculatus,Colombia,Actinopterygii,Actinopterygii
Bairdiella ensifera,Colombia,Actinopterygii,Actinopterygii
Balistes polylepis,Colombia,Actinopterygii,Actinopterygii
Bascanichthys cylindricus,Colombia,Actinopterygii,Actinopterygii
Bascanichthys panamensis,Colombia,Actinopterygii,Actinopterygii
Bassozetus nasus,Colombia,Actinopterygii,Actinopterygii
Bathophilus filifer,Colombia,Actinopterygii,Actinopterygii
Bathycongrus macrurus,Colombia,Actinopterygii,Actinopterygii
Bathycongrus varidens,Colombia,Actinopterygii,Actinopterygii
Bathygobius andrei,Colombia,Actinopterygii,Actinopterygii
Bathygobius lineatus,Colombia,Actinopterygii,Actinopterygii
Bathygobius ramosus,Colombia,Actinopterygii,Actinopterygii
Bathylagoides nigrigenys,Colombia,Actinopterygii,Actinopterygii
Bathypterois atricolor,Colombia,Actinopterygii,Actinopterygii
Batrachoides boulengeri,Colombia,Actinopterygii,Actinopterygii
Batrachoides pacifici,Colombia,Actinopterygii,Actinopterygii
Bellator gymnostethus,Colombia,Actinopterygii,Actinopterygii
Bellator loxias,Colombia,Actinopterygii,Actinopterygii
Bellator xenisma,Colombia,Actinopterygii,Actinopterygii
Bodianus diplotaenia,Colombia,Actinopterygii,Actinopterygii
Bollmannia chlamydes,Colombia,Actinopterygii,Actinopterygii
Bollmannia gomezi,Colombia,Actinopterygii,Actinopterygii
Bollmannia marginalis,Colombia,Actinopterygii,Actinopterygii
Bollmannia ocellata,Colombia,Actinopterygii,Actinopterygii
Bollmannia stigmatura,Colombia,Actinopterygii,Actinopterygii
Bollmannia umbrosa,Colombia,Actinopterygii,Actinopterygii
Borophryne apogon,Colombia,Actinopterygii,Actinopterygii
Bothus constellatus,Colombia,Actinopterygii,Actinopterygii
Bothus leopardinus,Colombia,Actinopterygii,Actinopterygii
Bothus mancus,Colombia,Actinopterygii,Actinopterygii
Bregmaceros bathymaster,Colombia,Actinopterygii,Actinopterygii
Brotula clarkae,Colombia,Actinopterygii,Actinopterygii
Brotula ordwayi,Colombia,Actinopterygii,Actinopterygii
Bryx veleronis,Colombia,Actinopterygii,Actinopterygii
Calamus brachysomus,Colombia,Actinopterygii,Actinopterygii
Cantherhines dumerilii,Colombia,Actinopterygii,Actinopterygii
Canthidermis maculata,Colombia,Actinopterygii,Actinopterygii
Canthigaster janthinoptera,Colombia,Actinopterygii,Actinopterygii
Canthigaster punctatissima,Colombia,Actinopterygii,Actinopterygii
Carangoides orthogrammus,Colombia,Actinopterygii,Actinopterygii
Carangoides otrynter,Colombia,Actinopterygii,Actinopterygii
Caranx caballus,Colombia,Actinopterygii,Actinopterygii
Caranx caninus,Colombia,Actinopterygii,Actinopterygii
Caranx hippos,Colombia,Actinopterygii,Actinopterygii
Caranx lugubris,Colombia,Actinopterygii,Actinopterygii
Caranx melampygus,Colombia,Actinopterygii,Actinopterygii
Caranx sexfasciatus,Colombia,Actinopterygii,Actinopterygii
Caranx vinctus,Colombia,Actinopterygii,Actinopterygii
Carapus dubius,Colombia,Actinopterygii,Actinopterygii
Cathorops dasycephalus,Colombia,Actinopterygii,Actinopterygii
Cathorops fuerthii,Colombia,Actinopterygii,Actinopterygii
Cathorops hypophthalmus,Colombia,Actinopterygii,Actinopterygii
Cathorops manglarensis,Colombia,Actinopterygii,Actinopterygii
Cathorops multiradiatus,Colombia,Actinopterygii,Actinopterygii
Cathorops tuyra,Colombia,Actinopterygii,Actinopterygii
Caulolatilus affinis,Colombia,Actinopterygii,Actinopterygii
Caulolatilus princeps,Colombia,Actinopterygii,Actinopterygii
Centrophryne spinulosa,Colombia,Actinopterygii,Actinopterygii
Centropomus armatus,Colombia,Actinopterygii,Actinopterygii
Centropomus medius,Colombia,Actinopterygii,Actinopterygii
Centropomus nigrescens,Colombia,Actinopterygii,Actinopterygii
Centropomus robalito,Colombia,Actinopterygii,Actinopterygii
Centropomus unionensis,Colombia,Actinopterygii,Actinopterygii
Centropomus viridis,Colombia,Actinopterygii,Actinopterygii
Cephalopholis panamensis,Colombia,Actinopterygii,Actinopterygii
Cerdale ionthas,Colombia,Actinopterygii,Actinopterygii
Cerdale paludicola,Colombia,Actinopterygii,Actinopterygii
Cetengraulis mysticetus,Colombia,Actinopterygii,Actinopterygii
Chaenomugil proboscideus,Colombia,Actinopterygii,Actinopterygii
Chaenophryne longiceps,Colombia,Actinopterygii,Actinopterygii
Chaenophryne ramifera,Colombia,Actinopterygii,Actinopterygii
Chaenopsis deltarrhis,Colombia,Actinopterygii,Actinopterygii
Chaetodipterus zonatus,Colombia,Actinopterygii,Actinopterygii
Chaetodon humeralis,Colombia,Actinopterygii,Actinopterygii
Chanos chanos,Colombia,Actinopterygii,Actinopterygii
Chauliodus barbatus,Colombia,Actinopterygii,Actinopterygii
Cheilopogon dorsomacula,Colombia,Actinopterygii,Actinopterygii
Cheilopogon nigricans,Colombia,Actinopterygii,Actinopterygii
Cheilopogon xenopterus,Colombia,Actinopterygii,Actinopterygii
Chiloconger dentatus,Colombia,Actinopterygii,Actinopterygii
Chilomycterus reticulatus,Colombia,Actinopterygii,Actinopterygii
Chlopsis apterus,Colombia,Actinopterygii,Actinopterygii
Chloroscombrus orqueta,Colombia,Actinopterygii,Actinopterygii
Choeroichthys smithi,Colombia,Actinopterygii,Actinopterygii
Chriolepis lepidota,Colombia,Actinopterygii,Actinopterygii
Chromis alta,Colombia,Actinopterygii,Actinopterygii
Chromis atrilobata,Colombia,Actinopterygii,Actinopterygii
Cichlasoma atromaculatum,Colombia,Actinopterygii,Actinopterygii
Cirrhitichthys oxycephalus,Colombia,Actinopterygii,Actinopterygii
Cirrhitus rivulatus,Colombia,Actinopterygii,Actinopterygii
Citharichthys gilberti,Colombia,Actinopterygii,Actinopterygii
Citharichthys gordae,Colombia,Actinopterygii,Actinopterygii
Citharichthys platophrys,Colombia,Actinopterygii,Actinopterygii
Citharichthys stigmaeus,Colombia,Actinopterygii,Actinopterygii
Clarkichthys bilineatus,Colombia,Actinopterygii,Actinopterygii
Conodon macrops,Colombia,Actinopterygii,Actinopterygii
Cookeolus japonicus,Colombia,Actinopterygii,Actinopterygii
Coralliozetus angelicus,Colombia,Actinopterygii,Actinopterygii
Coralliozetus springeri,Colombia,Actinopterygii,Actinopterygii
Corvula macrops,Colombia,Actinopterygii,Actinopterygii
Coryphaena equiselis,Colombia,Actinopterygii,Actinopterygii
Coryphaena hippurus,Colombia,Actinopterygii,Actinopterygii
Coryphaenoides bulbiceps,Colombia,Actinopterygii,Actinopterygii
Coryphopterus urospilus,Colombia,Actinopterygii,Actinopterygii
Ctenochaetus marginatus,Colombia,Actinopterygii,Actinopterygii
Ctenochirichthys longimanus,Colombia,Actinopterygii,Actinopterygii
Ctenogobius manglicola,Colombia,Actinopterygii,Actinopterygii
Ctenogobius sagittula,Colombia,Actinopterygii,Actinopterygii
Cubiceps pauciradiatus,Colombia,Actinopterygii,Actinopterygii
Cyclopsetta chittendeni,Colombia,Actinopterygii,Actinopterygii
Cyclopsetta panamensis,Colombia,Actinopterygii,Actinopterygii
Cyclopsetta querna,Colombia,Actinopterygii,Actinopterygii
Cyclothone signata,Colombia,Actinopterygii,Actinopterygii
Cynoponticus coniceps,Colombia,Actinopterygii,Actinopterygii
Cynoscion albus,Colombia,Actinopterygii,Actinopterygii
Cynoscion analis,Colombia,Actinopterygii,Actinopterygii
Cynoscion nannus,Colombia,Actinopterygii,Actinopterygii
Cynoscion phoxocephalus,Colombia,Actinopterygii,Actinopterygii
Cynoscion praedatorius,Colombia,Actinopterygii,Actinopterygii
Cynoscion reticulatus,Colombia,Actinopterygii,Actinopterygii
Cynoscion squamipinnis,Colombia,Actinopterygii,Actinopterygii
Cynoscion stolzmanni,Colombia,Actinopterygii,Actinopterygii
Cypselurus callopterus,Colombia,Actinopterygii,Actinopterygii
Dactyloscopus byersi,Colombia,Actinopterygii,Actinopterygii
Dactyloscopus fimbriatus,Colombia,Actinopterygii,Actinopterygii
Dactyloscopus lunaticus,Colombia,Actinopterygii,Actinopterygii
Dactyloscopus zelotes,Colombia,Actinopterygii,Actinopterygii
Daector dowi,Colombia,Actinopterygii,Actinopterygii
Daector reticulata,Colombia,Actinopterygii,Actinopterygii
Dajaus monticola,Colombia,Actinopterygii,Actinopterygii
Decapterus macarellus,Colombia,Actinopterygii,Actinopterygii
Decapterus macrosoma,Colombia,Actinopterygii,Actinopterygii
Deckertichthys aureolus,Colombia,Actinopterygii,Actinopterygii
Decodon melasma,Colombia,Actinopterygii,Actinopterygii
Dermatolepis dermatolepis,Colombia,Actinopterygii,Actinopterygii
Dialommus macrocephalus,Colombia,Actinopterygii,Actinopterygii
Diapterus brevirostris,Colombia,Actinopterygii,Actinopterygii
Diapterus peruvianus,Colombia,Actinopterygii,Actinopterygii
Dibranchus hystrix,Colombia,Actinopterygii,Actinopterygii
Dibranchus nudivomer,Colombia,Actinopterygii,Actinopterygii
Diodon eydouxii,Colombia,Actinopterygii,Actinopterygii
Diodon holocanthus,Colombia,Actinopterygii,Actinopterygii
Diodon hystrix,Colombia,Actinopterygii,Actinopterygii
Diogenichthys laternatus,Colombia,Actinopterygii,Actinopterygii
Diplectrum eumelum,Colombia,Actinopterygii,Actinopterygii
Diplectrum euryplectrum,Colombia,Actinopterygii,Actinopterygii
Diplectrum macropoma,Colombia,Actinopterygii,Actinopterygii
Diplectrum maximum,Colombia,Actinopterygii,Actinopterygii
Diplectrum pacificum,Colombia,Actinopterygii,Actinopterygii
Diplectrum rostrum,Colombia,Actinopterygii,Actinopterygii
Dolopichthys allector,Colombia,Actinopterygii,Actinopterygii
Dormitator latifrons,Colombia,Actinopterygii,Actinopterygii
Dormitator maculatus,Colombia,Actinopterygii,Actinopterygii
Doryrhamphus excisus,Colombia,Actinopterygii,Actinopterygii
Echeneis naucrates,Colombia,Actinopterygii,Actinopterygii
Echidna nebulosa,Colombia,Actinopterygii,Actinopterygii
Echidna nocturna,Colombia,Actinopterygii,Actinopterygii
Echiodon exsilium,Colombia,Actinopterygii,Actinopterygii
Echiophis brunneus,Colombia,Actinopterygii,Actinopterygii
Ekemblemaria lira,Colombia,Actinopterygii,Actinopterygii
Ekemblemaria myersi,Colombia,Actinopterygii,Actinopterygii
Elacatinus digueti,Colombia,Actinopterygii,Actinopterygii
Elacatinus puncticulatus,Colombia,Actinopterygii,Actinopterygii
Elagatis bipinnulata,Colombia,Actinopterygii,Actinopterygii
Elattarchus archidium,Colombia,Actinopterygii,Actinopterygii
Eleotris picta,Colombia,Actinopterygii,Actinopterygii
Eleotris tecta,Colombia,Actinopterygii,Actinopterygii
Elops affinis,Colombia,Actinopterygii,Actinopterygii
Emblemaria nivipes,Colombia,Actinopterygii,Actinopterygii
Emblemaria piratica,Colombia,Actinopterygii,Actinopterygii
Enchelybrotula gomoni,Colombia,Actinopterygii,Actinopterygii
Enchelycore octaviana,Colombia,Actinopterygii,Actinopterygii
Engyophrys sanctilaurentii,Colombia,Actinopterygii,Actinopterygii
Enneanectes carminalis,Colombia,Actinopterygii,Actinopterygii
Entomacrodus chiostictus,Colombia,Actinopterygii,Actinopterygii
Enypnias seminudus,Colombia,Actinopterygii,Actinopterygii
Epinephelus analogus,Colombia,Actinopterygii,Actinopterygii
Epinephelus cifuentesi,Colombia,Actinopterygii,Actinopterygii
Epinephelus fasciatus,Colombia,Actinopterygii,Actinopterygii
Epinephelus labriformis,Colombia,Actinopterygii,Actinopterygii
Epinephelus quinquefasciatus,Colombia,Actinopterygii,Actinopterygii
Erotelis armiger,Colombia,Actinopterygii,Actinopterygii
Erotelis smaragdus,Colombia,Actinopterygii,Actinopterygii
Ethmidium maculatum,Colombia,Actinopterygii,Actinopterygii
Etropus crossotus,Colombia,Actinopterygii,Actinopterygii
Etropus ectenes,Colombia,Actinopterygii,Actinopterygii
Etropus peruvianus,Colombia,Actinopterygii,Actinopterygii
Etrumeus teres,Colombia,Actinopterygii,Actinopterygii
Eucinostomus argenteus,Colombia,Actinopterygii,Actinopterygii
Eucinostomus currani,Colombia,Actinopterygii,Actinopterygii
Eucinostomus dowii,Colombia,Actinopterygii,Actinopterygii
Eucinostomus entomelas,Colombia,Actinopterygii,Actinopterygii
Eucinostomus gracilis,Colombia,Actinopterygii,Actinopterygii
Eugerres axillaris,Colombia,Actinopterygii,Actinopterygii
Eugerres lineatus,Colombia,Actinopterygii,Actinopterygii
Eugerres periche,Colombia,Actinopterygii,Actinopterygii
Euleptorhamphus viridis,Colombia,Actinopterygii,Actinopterygii
Euthynnus lineatus,Colombia,Actinopterygii,Actinopterygii
Evermannia zosterura,Colombia,Actinopterygii,Actinopterygii
Evorthodus minutus,Colombia,Actinopterygii,Actinopterygii
Exocoetus monocirrhus,Colombia,Actinopterygii,Actinopterygii
Facciolella equatorialis,Colombia,Actinopterygii,Actinopterygii
Fistularia commersonii,Colombia,Actinopterygii,Actinopterygii
Fistularia corneta,Colombia,Actinopterygii,Actinopterygii
Fodiator acutus,Colombia,Actinopterygii,Actinopterygii
Fodiator rostratus,Colombia,Actinopterygii,Actinopterygii
Forcipiger flavissimus,Colombia,Actinopterygii,Actinopterygii
Fowlerichthys avalonis,Colombia,Actinopterygii,Actinopterygii
Gempylus serpens,Colombia,Actinopterygii,Actinopterygii
Genyatremus dovii,Colombia,Actinopterygii,Actinopterygii
Genyatremus pacifici,Colombia,Actinopterygii,Actinopterygii
Gerres cinereus,Colombia,Actinopterygii,Actinopterygii
Gillellus semicinctus,Colombia,Actinopterygii,Actinopterygii
Gnathanodon speciosus,Colombia,Actinopterygii,Actinopterygii
Gnathophis cinctus,Colombia,Actinopterygii,Actinopterygii
Gobiesox adustus,Colombia,Actinopterygii,Actinopterygii
Gobiesox daedaleus,Colombia,Actinopterygii,Actinopterygii
Gobioides peruanus,Colombia,Actinopterygii,Actinopterygii
Gobiomorus dormitor,Colombia,Actinopterygii,Actinopterygii
Gobiomorus maculatus,Colombia,Actinopterygii,Actinopterygii
Gobionellus daguae,Colombia,Actinopterygii,Actinopterygii
Gobionellus liolepis,Colombia,Actinopterygii,Actinopterygii
Gobiosoma homochroma,Colombia,Actinopterygii,Actinopterygii
Gobiosoma nudum,Colombia,Actinopterygii,Actinopterygii
Gobiosoma paradoxum,Colombia,Actinopterygii,Actinopterygii
Gobulus hancocki,Colombia,Actinopterygii,Actinopterygii
Gonichthys cocco,Colombia,Actinopterygii,Actinopterygii
Gordiichthys combibus,Colombia,Actinopterygii,Actinopterygii
Gorgasia punctata,Colombia,Actinopterygii,Actinopterygii
Guavina guavina,Colombia,Actinopterygii,Actinopterygii
Guavina micropus,Colombia,Actinopterygii,Actinopterygii
Guentheridia formosa,Colombia,Actinopterygii,Actinopterygii
Gymneleotris seminuda,Colombia,Actinopterygii,Actinopterygii
Gymnomuraena zebra,Colombia,Actinopterygii,Actinopterygii
Gymnothorax angusticeps,Colombia,Actinopterygii,Actinopterygii
Gymnothorax castaneus,Colombia,Actinopterygii,Actinopterygii
Gymnothorax dovii,Colombia,Actinopterygii,Actinopterygii
Gymnothorax elegans,Colombia,Actinopterygii,Actinopterygii
Gymnothorax equatorialis,Colombia,Actinopterygii,Actinopterygii
Gymnothorax flavimarginatus,Colombia,Actinopterygii,Actinopterygii
Gymnothorax funebris,Colombia,Actinopterygii,Actinopterygii
Gymnothorax panamensis,Colombia,Actinopterygii,Actinopterygii
Gymnothorax phalarus,Colombia,Actinopterygii,Actinopterygii
Gymnothorax pictus,Colombia,Actinopterygii,Actinopterygii
Gymnothorax undulatus,Colombia,Actinopterygii,Actinopterygii
Gymnothorax verrilli,Colombia,Actinopterygii,Actinopterygii
Haemulon flaviguttatum,Colombia,Actinopterygii,Actinopterygii
Haemulon maculicauda,Colombia,Actinopterygii,Actinopterygii
Haemulon scudderii,Colombia,Actinopterygii,Actinopterygii
Haemulon sexfasciatum,Colombia,Actinopterygii,Actinopterygii
Haemulon steindachneri,Colombia,Actinopterygii,Actinopterygii
Haemulopsis axillaris,Colombia,Actinopterygii,Actinopterygii
Haemulopsis leuciscus,Colombia,Actinopterygii,Actinopterygii
Haemulopsis nitidus,Colombia,Actinopterygii,Actinopterygii
Halichoeres adustus,Colombia,Actinopterygii,Actinopterygii
Halichoeres aestuaricola,Colombia,Actinopterygii,Actinopterygii
Halichoeres chierchiae,Colombia,Actinopterygii,Actinopterygii
Halichoeres discolor,Colombia,Actinopterygii,Actinopterygii
Halichoeres dispilus,Colombia,Actinopterygii,Actinopterygii
Halichoeres malpelo,Colombia,Actinopterygii,Actinopterygii
Halichoeres melanotis,Colombia,Actinopterygii,Actinopterygii
Halichoeres nicholsi,Colombia,Actinopterygii,Actinopterygii
Halichoeres notospilus,Colombia,Actinopterygii,Actinopterygii
Halosaurus radiatus,Colombia,Actinopterygii,Actinopterygii
Haplophryne mollis,Colombia,Actinopterygii,Actinopterygii
Harengula thrissina,Colombia,Actinopterygii,Actinopterygii
Hemanthias peruanus,Colombia,Actinopterygii,Actinopterygii
Hemanthias signifer,Colombia,Actinopterygii,Actinopterygii
Hemicaranx leucurus,Colombia,Actinopterygii,Actinopterygii
Hemicaranx zelotes,Colombia,Actinopterygii,Actinopterygii
